X_POS_PLOT DENSITY VELOCITY_X PRESSURE
1.015000000000000124e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.024999999999999911e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.034999999999999920e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.044999999999999929e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.054999999999999938e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.064999999999999947e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.074999999999999956e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.084999999999999964e+00 1.551608179649565100e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.094999999999999973e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.104999999999999982e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.114999999999999991e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.125000000000000000e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.135000000000000009e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.145000000000000018e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.155000000000000027e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.165000000000000036e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.175000000000000044e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.185000000000000053e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.195000000000000062e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.205000000000000071e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.215000000000000080e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.225000000000000089e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.235000000000000098e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.245000000000000107e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.255000000000000115e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.265000000000000124e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.275000000000000133e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.284999999999999920e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.294999999999999929e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.304999999999999938e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.314999999999999947e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.324999999999999956e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.334999999999999964e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.344999999999999973e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.354999999999999982e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.364999999999999991e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.375000000000000000e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.385000000000000009e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.395000000000000018e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.405000000000000027e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.415000000000000036e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.425000000000000044e+00 1.271413930046080720e+00 9.261301475943170658e+01 1.401789770179879270e+05
1.435000000000000053e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.445000000000000062e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.455000000000000071e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.465000000000000080e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.475000000000000089e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.485000000000000098e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.495000000000000107e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.505000000000000115e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.515000000000000124e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.525000000000000133e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.535000000000000142e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.544999999999999929e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.554999999999999938e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.564999999999999947e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.574999999999999956e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.584999999999999964e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.594999999999999973e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.604999999999999982e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.614999999999999991e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.625000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.635000000000000009e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.645000000000000018e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.655000000000000027e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.665000000000000036e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.675000000000000044e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.685000000000000053e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.695000000000000062e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.705000000000000071e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.715000000000000080e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.725000000000000089e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.735000000000000098e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.745000000000000107e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.755000000000000115e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.765000000000000124e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.775000000000000133e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.785000000000000142e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.794999999999999929e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.804999999999999938e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.814999999999999947e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.824999999999999956e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.834999999999999964e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.844999999999999973e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.854999999999999982e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.864999999999999991e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.875000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.885000000000000009e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.895000000000000018e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.905000000000000027e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.915000000000000036e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.925000000000000044e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.935000000000000053e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.945000000000000062e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.955000000000000071e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.965000000000000080e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.975000000000000089e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.985000000000000098e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
1.995000000000000107e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+05
